"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Burundi","BDI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.153439998626709","0.152759999036789","0.155389994382858","0.226860001683235","0.227899998426437","0.281199991703033","","","0.447210013866425","0.462680011987686","0.443080008029938","0.490969985723495","","0.558409988880157","0.578610002994537","0.639429986476898","0.623340010643005","0.727800011634827","0.726930022239685","0.681379973888397","0.755699992179871","0.786339998245239","0.828920006752014","","","","","0.864509999752045","0.916909992694855","1.05474996566773","1.03059995174408","1.60111999511719","","2.10109996795654","2.13503003120422","2.16554999351502","2.26625990867615","2.49793004989624","2.6779100894928","3.05528938002435","","2.92052732762984","3.70341642841244","4.46892058042299","5.25856537918645","3.97908916361797","4.30528005798307","4.55281922933846","","","","","6.02545976638794","","6.38454008102417",
"Belgium","BEL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7148895263672","58.1100807189941","59.6124610900879","62.0411491394043","62.8203315734863","63.3717384338379","62.461841583252","62.7642097473145","64.9798431396484","66.8578872680664","67.7034072875977","69.7490615844727","71.7841110229492","74.0397262573242","76.423942565918","77.2435073852539","80.7738189697266","79.1237487792969","79.3044815063477","79.4996032714844","82.6882019042969","83.5736465454102","82.1475601196289","","",
"Benin","BEN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.121500000357628","0.222859993577004","0.408630013465881","0.673799991607666","0.650449991226196","0.702579975128174","0.928269982337952","1.02020001411438","0.900799989700317","0.974849998950958","1.33398997783661","1.582200050354","1.70726001262665","1.76051998138428","1.81951999664307","2.18576002120972","2.07451009750366","2.01651000976562","2.15107011795044","1.9679399728775","2.25591993331909","2.13378000259399","1.94243001937866","1.89841997623444","1.97397005558014","1.99114000797272","2.43330001831055","","3.09658002853394","3.49604988098144","4.20038986206055","4.92833995819092","5.43203020095825","5.47938013076782","5.41120004653931","6.20295000076294","7.43086004257202","7.34216022491455","9.3462495803833","12.6081895828247","11.8088598251343","12.8605403900147","14.7752199172974","14.6916198730469","12.4851799011231","11.9529895782471","11.337929725647","11.5739097595215","10.3906803131103","10.3808002471924","9.82796955108643","10.2350101470947","","","",
"Burkina Faso","BFA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.0391299985349178","0.0499299988150597","0.0592299997806549","0.0918599963188171","0.106890000402927","0.211730003356934","0.189649999141693","0.2274100035429","0.231639996170998","0.213699996471405","0.277289986610413","0.419779986143112","0.488929986953735","0.523060023784637","0.572809994220734","0.591409981250763","0.618170022964478","0.659489989280701","0.737389981746674","0.744490027427673","0.695360004901886","0.928770005702972","1.0837299823761","1.05731999874115","1.1000200510025","1.05685997009277","0.968949973583221","","0.983640015125275","","1.11434996128082","1.34107005596161","1.50508999824524","","2.14314007759094","2.25787997245789","2.40549993515015","2.92968010902405","3.26682996749878","3.34944579587797","3.91906920981907","4.33792685706514","4.57338342077701","4.89539917725699","4.90356866333498","5.40541465878063","5.8341880408112","6.31826110291158","6.90532594926159","7.64277062242324","9.30513098594236","9.67069485831779","10.1078755635882","10.0419678526515","",
"Bangladesh","BGD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","1.99936997890472","","2.14808988571167","2.13984990119934","2.67875003814697","","2.15117001533508","2.39165997505188","1.97737002372742","2.90539002418518","2.93219995498657","2.92474007606506","3.59085988998413","4.55327987670898","5.03801012039185","5.20755004882812","5.1406397819519","4.47925996780396","3.86227011680603","3.81795001029968","4.3600001335144","","","","","","","","","5.28646993637085","5.25165987014771","6.17244005203247","5.91559982299805","5.99128007888794","5.55667018890381","6.13484001159668","7.07040023803711","7.66305017471313","8.62265968322754","10.4939298629761","","13.2663245348367","13.4211598649529","13.4900578063704","13.5777392703559","15.5739926180902","17.3985207411042","18.5175604399834","19.5710492453779","22.7094642473405","22.6923019564501","23.9006822335243","23.5005059888653","24.2003442708621","23.7295608009814","",
"Bulgaria","BGR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0407791137695","41.4290084838867","42.8536109924316","43.6935691833496","46.225269317627","47.7948303222656","51.2403411865234","52.6504096984863","55.0083694458008","58.354850769043","59.8246803283691","62.1616516113281","68.2013397216797","72.981559753418","78.2999572753906","80.6399612426758","81.2245864868164","83.134880065918","84.7503128051758","85.5331115722656","85.3017501831055","84.1293563842773","79.8532333374023","69.5460433959961","",
"Bahrain","BHR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.39269995689392","1.33492994308472","1.32795000076294","2.06624007225037","2.06067991256714","2.01219010353088","3.31736993789673","3.13807988166809","2.71871995925903","3.25013995170593","4.71670007705688","5.67314004898071","","","9.24752998352051","8.91714000701904","7.04086017608643","10.3946304321289","","","16.2764205932617","17.6800899505615","18.3249492645264","16.9074897766113","15.6648597717285","15.3127403259277","","","19.2530899047852","","","","25.1201400756836","","19.0136394500732","17.5358505249023","","","","","46.3075025646345","47.6811679519633","44.1274788546413","44.7866602427761","45.6439860607554","46.7631772606016","48.7280981931009","50.2628341348842","52.9045782700327","54.4077922369055","47.5015525503536","50.3073760962771","57.0562240948353","58.3677241853667","",
"Bahamas, The","BHS","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","28.8466396331787","26.982120513916","25.906759262085","19.3137397766113","17.0990505218506","15.8115196228027","11.8627195358276","13.4133701324463","14.3001403808594","16.0247592926025","17.2592391967773","18.4946308135986","","","","","","","14.8425798416138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3945398330688","16.782470703125","17.0357398986816","18.8590297698975","21.1273002624512","24.1594295501709","27.0378398895264","30.7171401977539","34.473949432373","36.9575691223145","38.5334587097168","41.9769592285156","44.7015495300293","51.3600883483887","54.1655807495117","55.5336608886719","56.9546089172363","54.528678894043","49.7987518310547","46.6677894592285","43.8039207458496","45.0589485168457","45.6063499450684","45.5027618408203","","",
"Belarus","BLR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","38.1856689453125","","","","","36.5447311401367","","","","37.8886413574219","39.1479187011719","39.6135101318359","41.5657081604004","43.1753311157227","45.119930267334","46.2769012451172","47.3251914978027","47.8894996643066","48.534610748291","48.9211387634277","47.9793395996094","44.3892517089844","43.4634819030762","41.3819999694824","40.5794792175293","44.467098236084","44.790599822998","48.6389083862305","51.9174118041992","54.5108413696289","56.5885696411133","58.9719886779785","61.6584510803223","62.9585113525391","65.4601211547852","68.3140869140625","71.1050872802734","71.3163528442383","75.3678512573242","80.1169697729485","87.3373753061346","93.4729592664074","95.4975003100193","94.316359554493","93.7888271999214","91.5206757734477","89.4706479354735","84.7097808751504","81.2921953254514","79.900160036935","78.6027133367864","77.0977334087936","72.8250212584046","70.1107509145358","",
"Belize","BLZ","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.07938003540039","0.868780016899109","","0.914759993553162","0.97095000743866","","","","","","","","","","","","","","","","","","","","","","","","","","15.1962203979492","17.0946197509766","16.2938194274902","15.6906204223633","16.1422500610352","16.941520690918","17.9253196716309","18.78537940979","22.0563106536865","21.5657311669129","21.5464009784327","24.0271611386785","24.0045345047471","24.0154633440872","23.4350622690571","24.4760136680388","24.731690676743","24.5883446033139","25.138736158351","25.9421694120047","23.6813942822198","23.9767727412258","22.3734089825019","24.8098643151325","",
"Bermuda","BMU","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","8.89025974273682","12.1752195358276","13.1459503173828","","","","","","","","","","","","","","","","","","","","","","","","","32.5518684387207","29.2320194244385","29.9917602539062","38.3707885742188","36.5495414733887","37.8277206420898","36.9150810241699","35.1997718811035","33.3333282470703","30.6167392730713","","21.8093700408936","22.3407592773438","","","","","17.3357105255127","","",
"Bolivia","BOL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8344116210938","44.9966697692871","47.8131904602051","49.0805015563965","48.9665794372559","50.7326316833496","52.05712890625","53.6215400695801","55.529109954834","57.6311988830566","61.0000915527344","","69.7317733764648","",
"Barbados","BRB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","3.27201008796692","4.37744998931885","5.37353992462158","6.00220012664795","","","","","","","15.1553897857666","18.3214607238769","","19.0690193176269","19.9854698181152","","","","18.0888195037842","18.1553592681885","28.3673095703125","29.5495491027832","27.2394599914551","","","","","","36.0569381713867","41.9254302978516","41.2074584960938","","","","","","60.2387390136719","","74.2060775756836","69.5953279239237","66.9463967271583","70.0289730657796","73.1807704972012","71.2682628742848","57.2814457564167","52.0533712473342","51.0106696691866","45.8751983077737","48.935497470489","52.971630831","54.672","55.0600902713579","54.2600399378744","53.5815662047086","50.801079116886",
"Brunei Darussalam","BRN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","1.76119995117188","","2.11526989936829","","","","0.926159977912903","2.52369999885559","","2.42632007598877","3.75074005126953","","","","","5.49680995941162","5.81064987182617","6.15674018859863","","","","10.6331796646118","13.0251398086548","13.4959297180176","14.6684103012085","14.1154699325562","14.257490158081","15.1707801818848","15.2498598098755","15.2068796157837","15.4847002029419","15.7385101318359","16.5658493041992","15.3331604003906","17.4244594573975","22.0733509063721","23.4649200439453","30.0799102783203","28.6641292572021","28.6644096374512","31.2433910195239","27.9285989469629","27.7715019255456","27.4692556634304","27.4258937503291","31.1925368707703","36.4182725443167","","",
"Bhutan","BTN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","0.399619996547699","0.729870021343231","0.862020015716553","","","0.696189999580383","","","","","","","","","","","","","","","","2.69045996665955","","","","","","4.87233018875122","5.12222003936768","5.54621982574463","6.58204984664917","6.29682016372681","6.57718143152316","7.70502526511554","7.60806024678839","10.362939215902","","","","14.8354989456323","14.9303808051574","15.9420291550317","16.8650740250552","14.7382447141292","14.5780698560857","15.0074996948242","13.011259392916","",
"Botswana","BWA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0","0","0.37457001209259","0.432700008153915","0.475739985704422","0.71986997127533","0.752659976482391","0.829509973526001","0.951950013637543","0.998239994049072","1.18772995471954","1.27292001247406","1.4190399646759","1.50100004673004","1.71984994411469","1.90848004817963","2.26826000213623","2.52163004875183","","","","4.35687017440796","","5.16587018966675","5.62313985824585","5.28647994995117","5.66145992279053","","5.96113014221191","6.25281000137329","6.98083019256592","7.48678016662598","7.80341005325317","9.07960033416748","9.56877994537354","9.23077964782715","10.0698099136353","10.2232799530029","14.2659397125244","21.9871006011963","19.5398902893066","17.5134506225586","21.6663608551025","26.3370990753174","24.8355648460166","26.8692925538756","22.6605855291776","21.4762885165012","","21.4965480211896","22.4017870513653","21.2032904951187","20.7095613715302","20.5658232475186","21.4087908549348","",
"Central African Republic","CAF","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.0844599977135658","","","0.186069995164871","0.199780002236366","0.316859990358353","0.344830006361008","0.460180014371872","0.664059996604919","0.919879972934723","0.743570029735565","1.08675003051758","0.909179985523224","1.00155997276306","1.03316998481751","1.07129001617432","0.976400017738342","1.08144998550415","1.18874001502991","1.32114005088806","1.43098998069763","1.34974002838135","","","","","","","2.01588010787964","1.94369995594025","","","","1.66786003112793","","1.08675003051758","","2.16495990753174","2.30814003944397","2.53881001472473","2.95497989654541","2.77519989013672","","","","","","","","","","","","","",
"Canada","CAN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5191192626953","","58.4131507873535","","","","","63.8298110961914","64.3074111938477","63.6236991882324","61.8845901489258","63.1586990356445","63.603271484375","65.7477188110352","67.1677017211914","67.2690963745117","69.2459411621094","70.2687072753906","69.3507232666016","73.1128768920898","75.2389068603516","79.7657318115234","78.8488311767578","76.2666931152344","","",
"Central Europe and the Baltics","CEB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.614429473877","39.194709777832","43.7403717041016","48.1001586914062","51.3497581481934","54.1560592651367","57.1709289550781","60.1693992614746","63.0291404724121","67.3870162963867","70.2542572021484","71.1350784301758","69.3709716796875","67.0797119140625","65.7614822387695","64.334602355957","63.5147018432617","63.742748260498","64.2809066772461","64.793212890625","65.126091003418","65.5949325561523","67.2225112915039","69.6117095947266","68.5388870239258","68.5388870239258","",
"Switzerland","CHE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1127586364746","39.2238006591797","39.9602890014648","43.0505409240723","44.8805198669434","45.2465286254883","46.2847785949707","47.8155517578125","49.6888809204102","50.3034515380859","52.8040618896484","53.1352806091309","54.835620880127","56.1812400817871","58.0650596618652","60.8185615539551","61.1939888000488","62.4597206115723","64.3533935546875","66.3093414306641","68.0676422119141","71.893928527832","74.1526794433594","74.0060882568359","73.5430526733398","",
"Channel Islands","CHI","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4313201904297","","40.2664985656738","43.5181999206543","44.3284606933594","50.2735595703125","49.3216896057129","54.7230491638184","56.7743988037109","59.9912910461426","66.3445205688477","70.8241806030273","75.0770721435547","79.8703384399414","83.6629791259766","86.4181137084961","88.8458862304688","89.921989440918","91.1974792480469","92.0659713745117","89.1124877929688","96.2227935791016","99.3372802734375","104.734062194824","110.176902770996","",
"China","CHN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.127020001411438","","","0.20354999601841","0.325690001249313","0.449310004711151","0.552359998226166","0.623939990997314","0.692219972610474","1.00964999198914","1.28211998939514","2.04293990135193","","","1.91119003295898","2.19702005386352","2.78308010101318","3.05593991279602","3.09079003334045","3.01722002029419","3.00202989578247","2.88314008712769","2.81714010238648","2.93351006507873","3.77007007598877","4.65805006027222","5.27504014968872","5.79580020904541","6.25878000259399","6.61046981811523","7.57777976989746","9.28069019317627","11.8050804138184","14.513970375061","16.9004402160644","18.6565208435059","20.5667705535889","21.4715595245361","21.8667392730713","23.2886295318604","25.2883066277701","26.7875039907406","29.3081906903292","32.7191603158803","43.7110051016854","47.1192619330726","49.309077375597","51.0678812273407","53.3987984572814","56.6050917923292","61.6124675996947","66.8186077597542","71.5799465086024","74.5933014618366","76.8757843123403","",
"Cote d'Ivoire","CIV","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.01452004909515","1.01679003238678","1.17733001708984","1.20425999164581","","1.27639997005463","1.5035799741745","1.69719994068146","1.98238003253937","2.17178010940552","2.79007005691528","2.50741004943848","","2.24981999397278","2.22501993179321","","2.43722009658814","","","","","2.47028994560242","2.93564009666443","3.6460599899292","3.5975399017334","","5.41806983947754","","5.49134016036987","","","","","","","","7.9370698928833","7.48366022109985","7.18858003616333","6.53099472386889","2.92101759305363","","7.35426503598509","7.73897659286671","8.46433224598306","8.89557845705252","9.52488768872621","","10.3256981639741","10.2664091345849","10.7725833415282","11.1134926507622","11.5724272130065","12.3354902267456","",
"Cameroon","CMR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.505140006542206","0.628729999065399","0.790019989013672","0.938520014286041","1.05918002128601","","","","1.60098004341126","1.79464995861053","1.57133996486664","1.62293004989624","1.75986003875732","1.98712003231049","2.19409990310669","","2.46875","2.63007998466492","2.60480999946594","2.95227003097534","3.23773002624512","","","","","","","","4.9432201385498","4.69010019302368","4.71602010726929","5.15587997436523","5.22031021118164","5.22725009918213","6.03904008865356","7.07693004608154","7.57396984100342","8.20874977111816","9.40400981903076","11.5745716750246","12.5102445161105","13.5363302230835","15.7712802886963","16.7535896301269","17.2970758627753","12.7046554004596","12.9818161813936","14.5449548868213","15.0528614131463","15.5519566247682","17.1581831920239","16.4371527754335","16.0404395184936","16.6614294830602","",
"Congo, Dem. Rep.","COD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","0.678390026092529","0.811240017414093","0.849960029125214","0.947889983654022","1.05741000175476","1.21746003627777","1.22378003597259","1.26279997825623","1.25701999664307","1.13153994083404","1.16972994804382","1.34798002243042","1.25703001022339","1.41752994060516","1.37082004547119","1.3996399641037","1.51699995994568","1.69459998607635","1.91014003753662","2.01207995414734","2.3406400680542","","","","2.31089997291565","","","","1.45257997512817","","","","","","","4.20873022079468","4.20303010940552","5.27932977676392","6.261549949646","","7.55883979797363","7.63979005813599","6.37279987335205","","","5.9003701210022","","","","6.37987995147705","","","","","",
